timestamp,brightness_pct
2025-05-07T11:20:06.360601,18.8
2025-05-07T11:20:06.584705,18.8
2025-05-07T11:20:06.789098,12.5
2025-05-07T11:20:06.989819,18.8
2025-05-07T11:20:07.190586,18.8
2025-05-07T11:20:07.392219,18.8
2025-05-07T11:20:07.593401,18.8
2025-05-07T11:20:07.794522,12.5
2025-05-07T11:20:07.995711,12.5
2025-05-07T11:20:08.196980,12.5
2025-05-07T11:20:08.398372,18.8
2025-05-07T11:20:08.599415,18.8
2025-05-07T11:20:08.800174,18.8
2025-05-07T11:20:09.000819,18.8
2025-05-07T11:20:09.201451,18.8
2025-05-07T11:20:09.402081,12.5
2025-05-07T11:20:09.602834,12.5
2025-05-07T11:20:09.803592,12.5
2025-05-07T11:20:10.004805,12.5
2025-05-07T11:20:10.205786,18.8
2025-05-07T11:20:10.407039,18.8
2025-05-07T11:20:10.608220,18.8
2025-05-07T11:20:10.809156,18.8
2025-05-07T11:20:11.009988,12.5
2025-05-07T11:20:11.210772,12.5
2025-05-07T11:20:11.411472,12.5
2025-05-07T11:20:11.612771,12.5
2025-05-07T11:20:11.813808,18.8
2025-05-07T11:20:12.014834,18.8
2025-05-07T11:20:12.215858,18.8
2025-05-07T11:20:12.416846,18.8
2025-05-07T11:20:12.617870,12.5
2025-05-07T11:20:12.818940,12.5
2025-05-07T11:20:13.019949,12.5
2025-05-07T11:20:13.221173,12.5
2025-05-07T11:20:13.422326,18.8
2025-05-07T11:20:13.623360,18.8
2025-05-07T11:20:13.824287,18.8
2025-05-07T11:20:14.025541,18.8
2025-05-07T11:20:14.226843,12.5
2025-05-07T11:20:14.427991,12.5
2025-05-07T11:20:14.629220,12.5
2025-05-07T11:20:14.830507,18.8
2025-05-07T11:20:15.031925,18.8
2025-05-07T11:20:15.232968,18.8
2025-05-07T11:20:15.433787,12.5
2025-05-07T11:20:15.634563,12.5
2025-05-07T11:20:15.835713,12.5
2025-05-07T11:20:16.036657,12.5
2025-05-07T11:20:16.237827,18.8
2025-05-07T11:20:16.438678,18.8
2025-05-07T11:20:16.639331,18.8
2025-05-07T11:20:16.839976,18.8
2025-05-07T11:20:17.040955,18.8
2025-05-07T11:20:17.241973,12.5
2025-05-07T11:20:17.443384,12.5
2025-05-07T11:20:17.644623,12.5
2025-05-07T11:20:17.845716,18.8
2025-05-07T11:20:18.046796,18.8
2025-05-07T11:20:18.247743,18.8
2025-05-07T11:20:18.448769,18.8
2025-05-07T11:20:18.649844,12.5
2025-05-07T11:20:18.850975,12.5
2025-05-07T11:20:19.051891,12.5
2025-05-07T11:20:19.252912,12.5
2025-05-07T11:20:19.454380,18.8
2025-05-07T11:20:19.656170,18.8
2025-05-07T11:20:19.857249,18.8
2025-05-07T11:20:20.057981,12.5
2025-05-07T11:20:20.258702,12.5
2025-05-07T11:20:20.459413,12.5
2025-05-07T11:20:20.660117,12.5
2025-05-07T11:20:20.879854,18.8
2025-05-07T11:20:21.095937,18.8
2025-05-07T11:20:21.296806,18.8
2025-05-07T11:20:21.498780,18.8
2025-05-07T11:20:21.699905,12.5
2025-05-07T11:20:21.901341,12.5
2025-05-07T11:20:22.102179,12.5
2025-05-07T11:20:22.302924,18.8
2025-05-07T11:20:22.503583,18.8
2025-05-07T11:20:22.704446,18.8
2025-05-07T11:20:22.905604,18.8
2025-05-07T11:20:23.106964,12.5
2025-05-07T11:20:23.308319,12.5
2025-05-07T11:20:23.509629,12.5
2025-05-07T11:20:23.710676,18.8
2025-05-07T11:20:23.912543,18.8
2025-05-07T11:20:24.113877,18.8
