timestamp,distance_cm
2025-05-05T11:44:00.815042,46.6
2025-05-05T11:44:00.986948,200.6
2025-05-05T11:44:01.159115,199.5
2025-05-05T11:44:01.336349,284.5
2025-05-05T11:51:17.217431,201.8
2025-05-05T11:51:17.394892,284.1
2025-05-05T11:51:17.568049,202.5
2025-05-05T11:51:17.745474,284.1
2025-05-05T11:51:17.922242,284.1
2025-05-05T11:51:18.110884,285.0
2025-05-05T11:51:18.288801,284.1
2025-05-05T11:51:18.466613,284.1
2025-05-05T11:51:18.645344,284.0
2025-05-05T11:51:18.822051,284.1
2025-05-05T11:51:19.000936,284.1
2025-05-05T11:51:19.178031,284.1
2025-05-05T11:51:19.352332,201.3
2025-05-05T11:51:19.531679,284.1
2025-05-05T11:51:19.710515,284.4
2025-05-05T11:51:19.888029,284.5
2025-05-05T11:51:20.064937,284.1
2025-05-05T11:51:20.243344,284.1
2025-05-05T11:51:20.424133,201.6
2025-05-05T11:51:20.606277,284.2
2025-05-05T11:51:20.780536,198.7
2025-05-05T11:51:20.958186,284.1
2025-05-05T11:51:21.134296,284.1
2025-05-05T11:51:21.315030,284.1
2025-05-05T11:51:21.482461,119.4
2025-05-05T11:51:21.662334,284.1
2025-05-05T11:51:21.835337,201.2
2025-05-05T11:51:22.012811,284.1
2025-05-05T11:51:22.191320,201.4
2025-05-05T11:51:22.370345,284.2
2025-05-05T11:51:22.549825,284.1
2025-05-05T11:51:22.726562,284.1
2025-05-05T11:51:22.905257,284.1
2025-05-05T11:51:23.091070,284.9
2025-05-05T11:51:23.270118,284.1
2025-05-05T11:51:23.443278,200.9
2025-05-05T11:51:23.619947,284.1
2025-05-05T11:51:23.790633,178.6
2025-05-05T11:51:23.968403,284.1
2025-05-05T11:51:24.145020,284.1
2025-05-05T11:51:24.316512,188.4
2025-05-05T11:51:24.489095,217.6
2025-05-05T11:51:24.665949,284.0
2025-05-05T11:51:24.833713,126.6
2025-05-05T11:51:25.006228,201.5
2025-05-05T11:51:25.182432,284.3
2025-05-05T11:51:25.360207,284.5
2025-05-05T11:51:25.532272,201.3
2025-05-05T11:51:25.704701,201.8
2025-05-05T11:51:25.882440,284.6
2025-05-05T11:51:26.068238,284.5
2025-05-05T11:51:26.246453,284.6
2025-05-05T11:51:26.419228,201.6
2025-05-05T11:51:26.595979,284.1
2025-05-05T11:51:26.772459,284.2
2025-05-05T11:51:26.965173,284.2
2025-05-05T11:51:27.142287,284.1
2025-05-05T11:51:27.320727,284.4
2025-05-05T11:51:27.499755,284.9
2025-05-05T11:51:27.685357,284.5
2025-05-05T11:51:27.859397,200.1
2025-05-05T11:51:28.031123,198.4
2025-05-05T11:51:28.210003,284.2
2025-05-05T11:53:31.669680,284.1
2025-05-05T11:53:31.847767,284.4
2025-05-05T11:53:32.025313,284.1
2025-05-05T11:53:32.203134,284.9
2025-05-05T11:53:32.381202,284.1
2025-05-05T11:53:32.559423,284.8
2025-05-05T11:53:32.735795,284.1
2025-05-05T11:53:32.910916,264.8
2025-05-05T11:53:33.083878,200.0
2025-05-05T11:53:33.258514,138.3
2025-05-05T11:53:33.429675,202.5
2025-05-05T11:53:33.608122,285.3
2025-05-05T11:53:33.785089,284.7
2025-05-05T11:53:33.963834,284.0
2025-05-05T11:53:34.146301,284.0
2025-05-05T11:53:34.318296,200.9
2025-05-05T11:53:34.494343,284.1
2025-05-05T11:53:34.670829,284.1
2025-05-05T11:53:34.847046,201.4
2025-05-05T11:53:35.029137,284.6
2025-05-05T11:53:35.206017,284.9
2025-05-05T11:53:35.382991,284.2
2025-05-05T11:53:35.560353,284.1
2025-05-05T11:53:35.746323,284.1
2025-05-05T11:53:35.923243,284.1
2025-05-05T11:53:36.103827,284.1
2025-05-05T11:53:36.280624,284.2
2025-05-05T11:53:36.459417,284.1
2025-05-05T11:53:36.646054,284.1
2025-05-05T11:53:36.833826,284.1
2025-05-05T11:53:37.021655,199.6
2025-05-05T11:53:37.199363,284.1
2025-05-05T11:53:37.376319,284.2
2025-05-05T11:53:37.553332,284.1
2025-05-05T11:53:37.731521,284.1
2025-05-05T11:53:37.917412,284.1
2025-05-05T11:53:38.090636,200.8
2025-05-05T11:53:38.267511,284.5
2025-05-05T11:53:38.444938,284.5
2025-05-05T11:53:38.623894,284.1
2025-05-05T11:53:38.799527,200.4
2025-05-05T11:53:38.972052,200.2
2025-05-05T11:53:39.148866,284.1
2025-05-05T11:53:39.325691,284.5
2025-05-05T11:53:39.499150,199.0
2025-05-05T11:53:39.670382,175.5
2025-05-05T11:53:39.838016,127.7
2025-05-05T11:53:40.011630,225.1
2025-05-05T11:53:40.186203,237.3
2025-05-05T11:53:40.364849,200.9
2025-05-05T11:53:40.540953,277.5
2025-05-05T11:53:40.710008,166.8
2025-05-05T11:53:40.877982,128.5
2025-05-05T11:53:41.051923,199.6
2025-05-05T11:53:41.219840,118.6
2025-05-05T11:53:41.388675,126.8
2025-05-05T11:53:41.556031,121.8
2025-05-05T11:53:41.731191,261.9
2025-05-05T11:53:41.905014,131.4
2025-05-05T11:53:42.086389,284.1
2025-05-05T11:53:42.263465,284.5
2025-05-05T11:53:42.441928,284.1
2025-05-05T11:53:42.619581,284.2
2025-05-05T11:53:42.799351,201.0
2025-05-05T11:53:42.971786,197.6
2025-05-05T11:53:43.148999,284.4
2025-05-05T11:53:43.323793,200.9
2025-05-05T11:53:43.500103,284.3
2025-05-05T11:53:43.684784,284.5
2025-05-05T11:53:43.862920,284.4
2025-05-05T11:53:44.048709,284.3
2025-05-05T11:53:44.221128,198.9
2025-05-05T11:53:44.398338,284.1
2025-05-05T11:53:44.583677,284.1
2025-05-05T11:53:44.761633,200.9
2025-05-05T11:53:44.940258,284.2
2025-05-05T11:53:45.119011,285.9
2025-05-05T11:53:45.296293,284.1
2025-05-05T11:53:45.480164,284.1
2025-05-05T11:53:45.652854,200.4
2025-05-05T11:53:45.829008,140.7
2025-05-05T11:53:46.005563,284.2
2025-05-05T11:53:46.172926,116.9
2025-05-05T11:53:46.351252,167.1
2025-05-05T11:53:46.528231,284.2
2025-05-05T11:53:46.699832,179.5
2025-05-05T11:53:46.880124,284.9
2025-05-05T11:53:47.057331,284.5
2025-05-05T11:53:47.229590,200.2
2025-05-05T11:53:47.406993,284.9
2025-05-05T11:53:47.585393,284.2
2025-05-05T11:53:47.760646,264.7
2025-05-05T11:53:47.939115,284.5
2025-05-05T11:53:48.116599,284.3
2025-05-05T11:53:48.295357,284.4
2025-05-05T11:53:48.474367,284.2
2025-05-05T11:53:48.651107,284.4
2025-05-05T11:53:48.827472,284.1
2025-05-05T11:53:49.004321,284.4
2025-05-05T11:53:49.184221,284.0
2025-05-05T11:53:49.368572,284.8
2025-05-05T11:53:49.546089,284.5
2025-05-05T11:53:49.722823,284.4
2025-05-05T11:53:49.901756,284.2
2025-05-05T11:53:50.079175,284.2
2025-05-05T11:53:50.255984,284.5
2025-05-05T11:53:50.434591,284.5
2025-05-05T11:53:50.613060,284.5
2025-05-05T11:53:50.789731,284.4
2025-05-05T11:53:50.975160,284.5
2025-05-05T11:53:51.151809,284.5
2025-05-05T11:53:51.329081,284.4
2025-05-05T11:53:51.497342,126.0
2025-05-05T11:53:51.675860,282.5
2025-05-05T11:53:51.856187,285.0
2025-05-05T11:53:52.033257,284.1
2025-05-05T11:53:52.203145,137.8
2025-05-05T11:53:52.380093,250.0
2025-05-05T11:53:52.558639,284.6
2025-05-05T11:53:52.736431,284.4
2025-05-05T11:53:52.913201,284.3
2025-05-05T11:53:53.090739,284.5
2025-05-05T11:53:53.267802,281.7
2025-05-05T11:53:53.444080,284.5
2025-05-05T11:53:53.621869,284.5
2025-05-05T11:53:53.800033,284.4
2025-05-05T11:53:53.976211,200.5
2025-05-05T11:53:54.153247,284.2
2025-05-05T11:53:54.330757,200.6
2025-05-05T11:53:54.511038,284.4
2025-05-05T11:53:54.681574,183.1
2025-05-05T11:53:54.859107,284.9
2025-05-05T11:53:55.035427,284.1
2025-05-05T11:53:55.213224,284.1
2025-05-05T11:53:55.397510,284.3
2025-05-05T11:53:55.575784,284.6
2025-05-05T11:53:55.752683,285.0
2025-05-05T11:53:55.929480,284.1
2025-05-05T11:53:56.106623,284.5
2025-05-05T11:53:56.294127,284.4
2025-05-05T11:53:56.473725,284.5
2025-05-05T11:53:56.648443,199.5
2025-05-05T11:53:56.824667,284.1
2025-05-05T11:53:57.000766,284.2
2025-05-05T11:53:57.179020,199.8
2025-05-05T11:53:57.346972,115.8
2025-05-05T11:53:57.520162,198.9
2025-05-05T11:53:57.701553,207.6
2025-05-05T11:53:57.878077,245.0
2025-05-05T11:53:58.058447,185.2
2025-05-05T11:53:58.236200,284.1
2025-05-05T11:53:58.409247,190.9
2025-05-05T11:53:58.588502,284.4
2025-05-05T11:53:58.767460,284.2
2025-05-05T11:53:58.945113,285.0
2025-05-05T11:53:59.122952,283.4
2025-05-05T11:53:59.298685,201.6
2025-05-05T11:53:59.483234,284.4
2025-05-05T11:53:59.670010,284.1
2025-05-05T11:53:59.849145,284.1
2025-05-05T11:54:00.026278,284.1
2025-05-05T11:54:00.204006,284.2
2025-05-05T11:54:00.378615,201.0
2025-05-05T11:54:00.556868,284.5
2025-05-05T11:54:00.731476,199.9
2025-05-05T11:54:00.909039,284.4
2025-05-05T11:54:01.085718,201.6
2025-05-05T11:54:01.263431,284.9
2025-05-05T11:54:01.442589,284.4
2025-05-05T11:54:01.621981,201.9
2025-05-05T11:54:01.800243,284.5
2025-05-05T11:54:01.979812,284.1
2025-05-05T11:54:02.159545,284.5
2025-05-05T11:54:02.338210,193.2
2025-05-05T11:54:02.518367,284.4
2025-05-05T11:54:02.702060,284.8
2025-05-05T11:54:02.874467,195.0
2025-05-05T11:54:03.052670,284.5
2025-05-05T11:54:03.229182,249.5
2025-05-05T11:54:03.402528,201.3
2025-05-05T11:54:03.576162,199.6
2025-05-05T11:54:03.749637,185.6
2025-05-05T11:54:03.928227,284.1
2025-05-05T11:54:04.106419,284.2
2025-05-05T11:54:32.408275,133.5
2025-05-05T11:56:27.487356,284.1
2025-05-05T11:56:27.667008,284.5
2025-05-05T11:56:27.844490,284.0
2025-05-05T11:56:28.021494,284.1
2025-05-05T11:56:28.198402,284.1
2025-05-05T11:56:28.375533,284.1
2025-05-05T11:56:28.548654,200.6
2025-05-05T11:56:28.720629,200.7
2025-05-05T11:56:28.898017,284.1
2025-05-05T11:56:29.081731,284.1
2025-05-05T11:56:29.249894,152.7
2025-05-05T11:56:29.426949,284.1
2025-05-05T11:56:29.606407,284.0
2025-05-05T11:56:29.785438,284.0
2025-05-05T11:56:29.972848,201.6
2025-05-05T11:56:30.147275,201.8
2025-05-05T11:56:30.325950,284.1
2025-05-05T11:56:30.503059,284.1
2025-05-05T11:56:30.685752,284.7
2025-05-05T11:56:30.861066,251.9
2025-05-05T11:56:31.041033,284.1
2025-05-05T11:56:31.217238,284.2
2025-05-05T11:56:31.393642,284.1
2025-05-05T11:56:31.573801,201.1
2025-05-05T11:56:31.753457,284.1
2025-05-05T11:56:31.940610,284.1
2025-05-05T11:56:32.116531,284.1
2025-05-05T11:56:32.295668,284.1
2025-05-05T11:56:32.478925,284.1
2025-05-05T11:56:32.657079,284.1
2025-05-05T11:56:32.833838,284.3
2025-05-05T11:56:33.010166,284.1
2025-05-05T11:56:33.187894,284.1
2025-05-05T11:56:33.371124,284.0
2025-05-05T11:56:33.548467,284.1
2025-05-05T11:56:33.725282,284.1
2025-05-05T11:56:33.901373,284.1
2025-05-05T11:56:34.078089,284.0
2025-05-05T11:56:34.258669,200.4
2025-05-05T11:56:34.440069,284.0
2025-05-05T11:56:34.617517,284.5
2025-05-05T11:56:34.795383,285.4
2025-05-05T11:56:34.973743,284.1
2025-05-05T11:56:35.143143,143.8
2025-05-05T11:56:35.320626,284.1
2025-05-05T11:56:35.495225,200.1
2025-05-05T11:58:46.743222,284.1
2025-05-05T11:58:46.908701,48.2
2025-05-05T11:58:47.070890,46.4
2025-05-05T11:58:47.235096,47.9
2025-05-05T11:58:47.396508,47.7
2025-05-05T11:58:47.560706,46.3
2025-05-05T11:58:47.739881,284.2
2025-05-05T11:58:47.910826,196.5
2025-05-05T11:58:48.088157,284.3
2025-05-05T11:58:48.251345,45.1
2025-05-05T11:58:48.414001,67.5
2025-05-05T11:58:48.584628,183.1
2025-05-05T11:58:48.761382,284.8
2025-05-05T11:58:48.938872,283.8
2025-05-05T11:58:49.115245,284.5
2025-05-05T11:58:49.291331,284.5
2025-05-05T11:58:49.463481,201.3
2025-05-05T11:58:49.639351,284.5
2025-05-05T11:58:49.826181,284.5
2025-05-05T11:58:50.003095,284.2
2025-05-05T11:58:50.181194,284.5
2025-05-05T11:58:50.368787,284.5
2025-05-05T11:58:50.545375,284.5
2025-05-05T11:58:50.721814,284.4
2025-05-05T11:58:50.898531,284.3
2025-05-05T11:58:51.078909,284.5
2025-05-05T11:58:51.255750,284.8
2025-05-05T11:58:51.438512,284.5
2025-05-05T11:58:51.618619,284.5
2025-05-05T11:58:51.799790,284.5
2025-05-05T11:58:51.976018,284.5
2025-05-05T11:58:52.153362,284.5
2025-05-05T11:58:52.333629,284.5
2025-05-05T11:58:52.510055,284.4
2025-05-05T11:58:52.686800,284.2
2025-05-05T11:58:52.870351,284.1
2025-05-05T11:58:53.056338,284.1
2025-05-05T11:58:53.234413,284.1
2025-05-05T11:58:53.412024,284.6
2025-05-05T11:58:53.591082,284.5
2025-05-05T11:58:53.764587,201.0
2025-05-05T11:58:53.948834,284.1
2025-05-05T11:58:54.126639,284.5
2025-05-05T11:58:54.304627,284.5
2025-05-05T11:58:54.484006,284.1
2025-05-05T11:58:54.660579,285.0
2025-05-05T11:58:54.844444,285.0
2025-05-05T11:58:55.022603,284.4
2025-05-05T11:58:55.196360,199.8
2025-05-05T11:58:55.378462,284.4
2025-05-05T12:36:13.462586,170.4
2025-05-05T12:36:13.632231,171.2
2025-05-05T12:36:13.801887,170.3
2025-05-05T12:36:13.971573,170.3
2025-05-05T12:36:14.146143,170.3
2025-05-05T12:36:14.325231,170.3
2025-05-05T12:36:14.495517,170.3
2025-05-05T12:36:14.664941,170.7
2025-05-05T12:36:14.834367,170.7
2025-05-05T12:36:15.005320,170.6
2025-05-05T12:36:15.176189,170.7
2025-05-05T12:36:15.346169,170.7
2025-05-05T12:36:15.515987,170.3
2025-05-05T12:36:15.686481,170.8
2025-05-05T12:36:15.857355,170.8
2025-05-05T12:36:16.026708,170.4
2025-05-05T12:36:16.198151,170.7
2025-05-05T12:36:16.368340,170.3
2025-05-05T12:36:16.537535,171.5
2025-05-05T12:36:16.707289,171.3
2025-05-05T12:36:16.877696,171.4
2025-05-05T12:36:17.052111,170.7
2025-05-05T12:36:17.221909,171.3
2025-05-05T12:36:17.393415,171.4
2025-05-05T12:36:17.563299,170.8
2025-05-05T12:36:17.732596,170.3
2025-05-05T12:36:17.902212,170.8
2025-05-05T12:36:18.078273,170.3
2025-05-05T12:36:18.248945,170.4
2025-05-05T12:36:18.409447,19.1
2025-05-05T12:36:35.785141,170.7
2025-05-05T12:36:35.956867,170.3
2025-05-05T12:36:36.126238,170.7
2025-05-05T12:36:36.296655,170.7
2025-05-05T12:36:36.467251,170.8
2025-05-05T12:36:36.639160,170.6
2025-05-05T12:36:36.808976,170.7
2025-05-05T12:36:36.979470,170.8
2025-05-05T12:36:37.149516,170.7
2025-05-05T12:36:37.319610,171.0
2025-05-05T12:36:37.490630,170.3
2025-05-05T12:36:37.649740,7.6
2025-05-05T12:36:57.326264,120.7
2025-05-05T12:36:57.498086,170.6
2025-05-05T12:36:57.667649,170.7
2025-05-05T12:36:57.840324,170.7
2025-05-05T12:36:58.011069,170.8
2025-05-05T12:36:58.191288,171.7
2025-05-05T12:36:58.360832,170.7
2025-05-05T12:36:58.530276,171.7
2025-05-05T12:36:58.700313,170.6
2025-05-05T12:36:58.870267,170.7
2025-05-05T12:36:59.040716,170.2
2025-05-05T12:36:59.210515,171.7
2025-05-05T12:36:59.380953,182.2
2025-05-05T12:36:59.553086,184.0
2025-05-05T12:36:59.730564,169.9
2025-05-05T12:36:59.907460,170.3
2025-05-05T12:37:00.082005,171.1
2025-05-05T12:37:00.252049,170.7
2025-05-05T12:37:00.421438,170.3
2025-05-05T12:37:00.591712,171.6
2025-05-05T12:37:00.761204,170.6
2025-05-05T12:37:00.935057,171.0
2025-05-05T12:37:01.105884,170.7
2025-05-05T12:37:01.277783,170.6
2025-05-05T12:37:01.454525,181.6
2025-05-05T12:37:01.622371,11.9
2025-05-05T12:37:35.798394,170.7
2025-05-05T12:37:35.981853,170.7
2025-05-05T12:37:36.151859,170.7
2025-05-05T12:37:36.321167,171.4
2025-05-05T12:37:36.491381,171.0
2025-05-05T12:37:36.661262,170.8
2025-05-05T12:37:36.830416,170.4
2025-05-05T12:37:37.001083,170.7
2025-05-05T12:37:37.170910,170.6
2025-05-05T12:37:37.341707,170.6
2025-05-05T12:37:37.512311,172.7
2025-05-05T12:37:37.672035,11.4
2025-05-05T12:37:37.735555,170.4
2025-05-05T12:37:37.963108,170.4
2025-05-05T12:37:38.132748,170.7
2025-05-05T12:37:38.303720,170.7
2025-05-05T12:37:38.474429,170.3
2025-05-05T12:37:38.644794,170.7
2025-05-05T12:37:38.815181,171.3
2025-05-05T12:37:38.978181,5.9
2025-05-05T12:37:39.032078,8.8
2025-05-05T12:37:39.201970,171.6
2025-05-05T12:37:39.428312,170.8
2025-05-05T12:37:39.598630,170.7
2025-05-05T12:37:39.770982,170.6
2025-05-05T12:37:39.943801,170.7
2025-05-05T12:37:40.116238,171.2
2025-05-05T12:37:40.285685,170.4
2025-05-05T12:37:40.454596,171.0
2025-05-05T12:37:40.632274,170.7
2025-05-05T12:37:40.803562,170.3
2025-05-05T12:37:40.974629,170.8
2025-05-05T12:37:41.145983,171.4
2025-05-05T12:37:41.317335,181.9
2025-05-05T12:37:41.481362,9.2
2025-05-05T12:37:41.535643,7.6
2025-05-05T12:37:41.694384,10.1
2025-05-05T12:37:41.863581,171.1
2025-05-05T12:37:42.078398,12.7
2025-05-05T12:37:42.236988,10.2
2025-05-05T12:37:42.290852,9.4
2025-05-05T12:37:42.464667,170.7
2025-05-05T12:37:42.684361,93.0
2025-05-05T12:37:42.852531,170.7
2025-05-05T12:37:43.022267,170.4
2025-05-05T12:37:43.200559,171.2
2025-05-05T12:37:43.370711,172.5
2025-05-05T12:37:43.540841,170.3
2025-05-05T12:37:43.712502,207.4
2025-05-05T12:37:43.870636,7.7
2025-05-05T12:37:43.924266,6.9
2025-05-05T12:37:44.084520,5.8
2025-05-05T12:37:44.243148,5.6
2025-05-05T12:37:44.413786,171.4
2025-05-05T12:37:44.643202,170.3
2025-05-05T12:37:44.818684,170.9
2025-05-05T12:37:44.989564,170.8
2025-05-05T12:37:45.159603,168.5
2025-05-05T12:37:45.318458,7.8
2025-05-05T12:37:45.371817,6.2
2025-05-05T12:37:45.531355,10.9
2025-05-05T12:37:45.691183,6.7
2025-05-05T12:37:45.858962,170.9
2025-05-05T12:37:46.085718,170.8
2025-05-05T12:37:46.253471,171.1
2025-05-05T12:37:46.429242,171.6
2025-05-05T12:37:46.599979,170.5
2025-05-05T12:37:46.772070,170.7
2025-05-05T12:37:46.939740,145.1
2025-05-05T12:37:47.110992,170.7
2025-05-05T12:37:47.283047,170.8
2025-05-05T12:37:47.452526,170.7
2025-05-05T12:37:47.622666,170.3
2025-05-05T12:37:47.792449,170.3
2025-05-05T12:37:47.962497,170.8
2025-05-05T12:37:48.138451,171.2
2025-05-05T12:37:48.308740,170.7
2025-05-05T12:37:48.479809,171.2
2025-05-05T12:37:48.649708,170.8
2025-05-05T12:37:48.819788,170.7
2025-05-05T12:37:48.989786,170.6
2025-05-05T12:37:49.153445,50.6
2025-05-05T12:37:49.326769,170.6
2025-05-05T12:37:49.496910,170.7
2025-05-05T12:37:49.669712,171.1
2025-05-05T12:37:49.845110,168.1
2025-05-05T12:37:50.017486,171.3
2025-05-05T12:37:50.187471,170.6
2025-05-05T12:37:50.349514,52.4
2025-05-05T12:37:50.526627,170.7
2025-05-05T12:37:50.704287,170.7
2025-05-05T12:37:50.875197,182.8
2025-05-05T12:37:51.035096,11.4
2025-05-05T12:37:51.088724,8.9
2025-05-05T12:37:51.248879,10.8
2025-05-05T12:37:51.409518,10.0
2025-05-05T12:37:51.573547,9.1
2025-05-05T12:37:51.733667,8.4
2025-05-05T12:37:51.903187,171.1
2025-05-05T12:37:52.129430,171.1
2025-05-05T12:37:52.310509,170.6
2025-05-05T12:37:52.471011,12.6
2025-05-05T12:37:52.524536,8.1
2025-05-05T12:37:52.683397,8.2
2025-05-05T12:37:52.851887,170.7
2025-05-05T12:37:53.066666,8.7
2025-05-05T12:37:53.230024,6.0
2025-05-05T12:37:53.293651,171.3
2025-05-05T12:37:53.520381,170.7
2025-05-05T12:37:53.688906,170.8
2025-05-05T12:37:53.857959,171.1
2025-05-05T12:37:54.031854,170.3
2025-05-05T12:37:54.203186,170.8
2025-05-05T12:37:54.369514,107.1
2025-05-05T12:37:54.541118,170.8
2025-05-05T12:37:54.712080,170.0
2025-05-05T12:37:54.888659,170.6
2025-05-05T12:37:55.064373,170.7
2025-05-05T12:37:55.235966,170.8
2025-05-05T12:37:55.406067,171.2
2025-05-05T12:37:55.573979,92.5
2025-05-05T12:37:55.741296,68.0
2025-05-05T12:37:55.912852,165.9
2025-05-05T12:37:56.084367,165.7
2025-05-05T12:37:56.255156,170.4
2025-05-05T12:37:56.425638,171.6
2025-05-05T12:37:56.597197,170.7
2025-05-05T12:37:56.767989,172.0
2025-05-05T12:37:56.940956,170.8
2025-05-05T12:37:57.111440,170.4
2025-05-05T12:39:51.582800,171.1
2025-05-05T12:39:51.753922,171.5
2025-05-05T12:39:51.924071,171.4
2025-05-05T12:39:52.092958,171.4
2025-05-05T12:39:52.264490,171.7
2025-05-05T12:39:52.436756,170.6
2025-05-05T12:39:52.607777,171.5
2025-05-05T12:39:52.777138,171.4
2025-05-05T12:39:52.946630,171.2
2025-05-05T12:39:53.116335,171.4
2025-05-05T12:39:53.288628,170.8
2025-05-05T12:39:53.459558,175.6
2025-05-05T12:39:53.618875,5.1
2025-05-05T12:40:44.388322,170.6
2025-05-05T12:40:44.559067,171.3
2025-05-05T12:40:44.729688,170.6
2025-05-05T12:40:44.899799,170.6
2025-05-05T12:40:45.070969,170.8
2025-05-05T12:40:45.241430,170.8
2025-05-05T12:40:45.412436,170.5
2025-05-05T12:40:45.582507,170.6
2025-05-05T12:40:45.752907,170.6
2025-05-05T12:40:45.931066,170.5
2025-05-05T12:40:46.103772,170.5
2025-05-05T12:40:46.276708,170.6
2025-05-05T12:40:46.445648,170.7
2025-05-05T12:40:46.617499,170.8
2025-05-05T12:40:46.793252,170.5
2025-05-05T12:40:46.965668,170.6
2025-05-05T12:40:47.135189,170.6
2025-05-05T12:40:47.304685,170.5
2025-05-05T12:40:47.474206,170.5
2025-05-05T12:40:47.654506,170.9
2025-05-05T12:40:47.817879,13.4
2025-05-05T12:40:47.873370,6.4
2025-05-05T12:40:48.032858,4.7
2025-05-05T12:40:48.192513,4.3
