timestamp,brightness_pct
2025-05-07T12:28:28.872668,18.8
2025-05-07T12:28:29.073633,18.8
2025-05-07T12:28:29.274502,18.8
2025-05-07T12:28:29.475377,18.8
2025-05-07T12:28:29.676581,18.8
2025-05-07T12:28:29.877939,18.8
2025-05-07T12:28:30.079290,18.8
2025-05-07T12:28:30.280691,18.8
2025-05-07T12:28:30.482051,18.8
2025-05-07T12:28:30.683355,18.8
2025-05-07T12:28:30.884542,18.8
2025-05-07T12:28:31.085785,18.8
2025-05-07T12:28:31.287127,18.8
2025-05-07T12:28:31.488450,18.8
2025-05-07T12:28:31.689759,18.8
2025-05-07T12:28:31.890792,18.8
2025-05-07T12:28:32.091910,18.8
2025-05-07T12:28:32.293132,18.8
2025-05-07T12:28:32.494343,18.8
2025-05-07T12:28:32.695554,18.8
2025-05-07T12:28:32.896775,18.8
2025-05-07T12:28:33.097986,18.8
2025-05-07T12:28:33.299207,18.8
2025-05-07T12:28:33.500449,18.8
2025-05-07T12:28:33.701584,18.8
2025-05-07T12:28:33.902548,18.8
2025-05-07T12:28:34.103284,18.8
2025-05-07T12:28:34.303976,18.8
2025-05-07T12:28:34.504971,18.8
2025-05-07T12:28:34.706179,18.8
2025-05-07T12:28:34.907379,18.8
2025-05-07T12:28:35.108560,18.8
2025-05-07T12:28:35.309767,18.8
2025-05-07T12:28:35.511003,18.8
2025-05-07T12:28:35.712194,18.8
2025-05-07T12:28:35.913392,18.8
2025-05-07T12:28:36.114687,18.8
2025-05-07T12:28:36.315884,18.8
2025-05-07T12:28:36.517090,18.8
2025-05-07T12:28:36.718463,18.8
2025-05-07T12:28:36.920132,18.8
2025-05-07T12:28:37.121413,18.8
2025-05-07T12:28:37.322435,18.8
2025-05-07T12:28:37.523665,18.8
2025-05-07T12:28:37.724685,18.8
2025-05-07T12:28:37.925416,18.8
2025-05-07T12:28:38.201778,18.8
2025-05-07T12:28:38.402527,18.8
2025-05-07T12:28:38.603842,18.8
2025-05-07T12:28:38.804887,18.8
2025-05-07T12:30:33.605856,18.8
2025-05-07T12:30:33.874963,18.8
2025-05-07T12:30:34.076489,18.8
2025-05-07T12:30:34.277751,18.8
2025-05-07T12:30:34.478666,18.8
2025-05-07T12:30:34.679703,18.8
2025-05-07T12:30:34.880729,18.8
2025-05-07T12:30:35.081948,18.8
2025-05-07T12:30:35.283092,18.8
2025-05-07T12:30:35.484142,18.8
2025-05-07T12:30:35.685001,18.8
2025-05-07T12:30:35.886114,18.8
2025-05-07T12:30:36.086939,18.8
2025-05-07T12:30:36.287877,18.8
2025-05-07T12:30:36.489053,18.8
2025-05-07T12:30:36.690200,18.8
